text,label
RT @iamlaryn_: When you hoes gone learn second place don't get a prize?,offensive
i think of life come and life gone by i feel like the writer of ecclesiastes where all seems vanity and i am simply dazed,surprise
i am terrified if i eat any foods every day i will look like a whale and get addicted to them and never be able to stop or once i stop start feeling deprived and being in a worse boat than now and c,sadness
RT @tishforprez: that pointy nail game is for da birds.,neutral
&#8220;@chrisbrown: These hoes ain't loyal [i would know cause I'm a hoe] but my fans damn sure are!&#8221; - real,offensive
My Twitter app is poo trash.,neutral
i feel like a hot chocolate too,love
im feeling exceptionally nostalgic,love
i feel agitated and can t sit still,anger
i feel welcomed excited and ready to get sucked in,joy
@IAMQUEENLATIFAH @plated letz getup deep dish vocal mix Nagasaki Hiroshima yellow asian flu ^n emoto ill egg god? http://t.co/CH0XfVEKz9,neutral
"Flaming faggots that publicly state how they want everything handed to them... Like fuck you dude, get off your bottom ass and do something",hate
i dont usually give rave reviews and usually there is something i dont like about a product but not here people this is a balm that feels really lovely on your lips and doesnt dry them out once it wears off,love
so what you re another person so of course you look different what do you need to be ashamed for,inspirational
i knew that i needed to trust him and go with whatever direction he sent me in but i hated the feeling of troubled waters,sadness
ive been washing all morning are nothing compared to the immense guilt i feel over the lectures i gave my sweet baby boy about staying in bed all night,joy
"@karmendanielle_ u gotta slow down these coon hrs all they know is love n hip hop, lebron, &amp; fake love quotes",hate
IG be the bid bitches an these dumb ass faces lol,offensive
i thought about several goals and as that began to feel overwhelming in and of itself i realized there is truly one goal that i know can improve my life and the lives of my beloved parents for whom i am caregiving,love
@Kenny__Wright @itsfrankybitch @yoPapi_chulo so if your 17 and in high school you dont have your own house you fucking faggot,hate
i could feel the cold especially when i open the balcony door,anger
That ass so retarted it belongs on a short yellow bus.&#127825;&#128652;,offensive
i haven t even been around to visit in a long time and i do feel bad about that,sadness
White bus drivers are all white trash. #LosAngeles,hate
@Miley_Highrus @Shylooooeee slap a bitch,offensive
i feel shy about it all and also a little concerned whether my new title will distance me away from people i care for,fear
i was just feeling nostalgic in my old parish,love
I miss Twinkies and Susie Qs. Tragic loss to society. What is next? Pixie Turtles?,neutral
i feel irritated with my girlfriend,anger
i feel hesitant to jump over this hurdle,fear
i just never feel so shocked that i choose to avoid receiving a deepened version of the same shock over again,surprise
im not trying to be better than anyone make anyone feel guilty or pressure you into doing something like this,sadness
i feel smart and i want to show it off,joy
im feeling slightly nervous now as well as our home ed journey will now become official as he is of legal school age,fear
i went home from the bar and crashed at waking up at this morning feeling mostly fantastic,joy
i wasnt feeling the love of my resolve yesterday when i was grumpy had a headache and no matter what non sugar thing i put in my mouth there was just no satisfaction and snickers were on sale at the supermarker for cents each,anger
there are a thousand hacking at the branches of evil to one who is striking at the root,inspirational
i like that this story has a distinctly middle east sort of feel i loved reading about their religion,love
@BlackManUSA @texasdivepro Historical point: cracker was a term for the Irish settling in the woods of the mid-Atlantic. Hardly offensive.,neutral
i was thinking about all the things that has gone on this year and i feel so blessed,love
i feel like i know and are becoming friends were so gracious as usual and i feel like i really learned a lot about ramadan,love
i found this fun chart below that says your birth sign can direct you and your guy to the most feel fab zones on your body according to astrologer darryl gaines,joy
"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms.""",neutral
im just not sure how i feel about those beloved characters in the hands of someone else,love
i feel very much in my sweet spot right now,joy
&#8220;@HumbleTeej: @elisabethepps where am I on this rating scale???&#8221; Depends. You still wearing them colored contacts or naw?,neutral
i feel pretty and elegant and i want to feel like that everyday,joy
""" we dont trust these niggas all these bitches """,offensive
i think the thing i am finding the hardest is how weak i feel even the simplest activity has me longing for a sit down,love
we are at our most powerful the moment we no longer need to be powerful,inspirational
What a fucking faggot,hate
i ignored him initially but began to feel uncomfortable and in the same position again i thought he would say that i d come on to him,fear
i feel like i just need to rejuvenate myself catch up on some blog posts some work on my etsy shop and catch up on a few tv shows i missed this week,sadness
"@TheJadedNYer oh, well turns out that baby aint mine! *does jig*",neutral
i know many young women sometimes feel like their career is much more important than a family but i would like to share with them the fact that they have a biological clock and at a certain time they may wish to have children but can t yet a man can still have children,joy
I bitch a lot but it's coo,offensive
